"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs alt","ARs alt Unit","ARs","ARs Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Carbohydrates","Total carbohydrates","Celkové sacharidy",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","0","Muži",,,,,"NA",,,,"NA",,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Celkové sacharidy",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","0","1","Ženy",,,,,"NA",,,,"NA",,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","1","3","1–3","y","1-3 roky","1","0","Chlapci",,,,,"10","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","1","3","1–3","y","1-3 roky","0","1","Dívky",,,,,"10","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","1","0","Chlapci",,,,,"14","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","4","6","4–6","y","4-6 roků","0","1","Dívky",,,,,"14","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","7","10","7–10","y","7-10 roků","1","0","Chlapci",,,,,"16","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","7","10","7–10","y","7-10 roků","0","1","Dívky",,,,,"16","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","1","0","Chlapci",,,,,"19","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","11","14","11–14","y","11-14 roků","0","1","Dívky",,,,,"19","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","15","17","15–17","y","15-17 roků","1","0","Chlapci",,,,,"21","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Děti a adolescenti","Děti a adolescenti","15","17","15–17","y","15-17 roků","0","1","Dívky",,,,,"21","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","0","Muži",,,,,"25","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Vláknina",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","0","1","Ženy",,,,,"25","g/den",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Fats","Total fat","Celkový tuk",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"40","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Celkový tuk",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","1 rok","1","1","Chlapci/Dívky",,,,,"NA",,,,"NA",,"NA",,"35–40","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Celkový tuk",,"Děti a adolescenti","Děti a adolescenti","2","3","2–3","y","2-3 roky","1","1","Chlapci/Dívky",,,,,"NA",,,,"NA",,"NA",,"35–40","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Celkový tuk",,"Děti a adolescenti","Děti a adolescenti","4","17","4–17","y","4-17 roků","1","1","Chlapci/Dívky",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Celkový tuk",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Celkový tuk",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Celkový tuk",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alfa-linolenová kyselina (ALA)",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alfa-linolenová kyselina (ALA)",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","1 rok","1","1","Chlapci/Dívky",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alfa-linolenová kyselina (ALA)",,"Děti a adolescenti","Děti a adolescenti","2","3","2–3","y","2-3 roky","1","1","Chlapci/Dívky",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alfa-linolenová kyselina (ALA)",,"Děti a adolescenti","Děti a adolescenti","4","17","4–17","y","4-17 roků","1","1","Chlapci/Dívky",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alfa-linolenová kyselina (ALA)",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alfa-linolenová kyselina (ALA)",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alfa-linolenová kyselina (ALA)",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Kyselina eikosapentaenová, kyselina dokosahexaenová (EPA, DHA)",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"100","mg/den DHA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Kyselina eikosapentaenová, kyselina dokosahexaenová (EPA, DHA)",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","1 rok","1","1","Chlapci/Dívky",,,,,"100","mg/den DHA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Kyselina eikosapentaenová, kyselina dokosahexaenová (EPA, DHA)",,"Děti a adolescenti","Děti a adolescenti","2","3","2–3","y","2-3 roky","1","1","Chlapci/Dívky",,,,,"250","mg/den DHA +EPA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Kyselina eikosapentaenová, kyselina dokosahexaenová (EPA, DHA)",,"Děti a adolescenti","Děti a adolescenti","4","17","4–17","y","4-17 roků","1","1","Chlapci/Dívky",,,,,"250","mg/den DHA +EPA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Kyselina eikosapentaenová, kyselina dokosahexaenová (EPA, DHA)",,"Dospělí","Dospělí","18","999","18–99","y","≥ 18 roků","1","1","Muži/Ženy",,,,,"250","mg/den DHA +EPA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Kyselina eikosapentaenová, kyselina dokosahexaenová (EPA, DHA)",,"Těhotné ženy","Těhotné ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"(+) 100–200","mg/den DHA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","U těhotných a kojících žen by měla být k AI netěhotných žen a nekojících žen přidána hodnota.",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Kyselina eikosapentaenová, kyselina dokosahexaenová (EPA, DHA)",,"Kojící ženy","Kojící ženy","18","60","18-60","y","≥ 18 roků","0","1","Ženy",,,,,"(+) 100–200","mg/den DHA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","U těhotných a kojících žen by měla být k AI netěhotných žen a nekojících žen přidána hodnota.",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Kyselina linolová (LA)",,"Kojenci","Kojenci","7","11","7–11","mo","7-11 měsíců","1","1","Chlapci/Dívky",,,,,"4","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Kyselina linolová (LA)",,"Děti a adolescenti","Děti a adolescenti","1","1","1","y","1 rok","1","1","Chlapci/Dívky",,,,,"4","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Kyselina linolová (LA)",,"Děti a adolescenti","Děti a adolescenti","2","3","2–3","y","2-3 roky","1","1","Chlapci/Dívky",,,,,"4","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Linoleic acid (LA)","Kyselina linolová (LA)",,"Děti a adolescenti","Děti a adolescenti","4","17","4–17","y","4-17 roků","1","1","Chlapci/Dívky",,,,,"4","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: procento energetického příjmu",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
