"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Energia",,"Adulti","Adulti","70","79","70–79","a","70–79 anni PAL=1,6","0","1","Femmina",,,,,"NA",,"7,7","MJ/giorno",1844,"kcal/giorno","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Per bambini e adulti, gli AR per l'energia sono esposti per i diversi livelli di attività fisica (PAL). I valori PAL di 1,4, 1,6, 1,8 e 2,0 riflettono stili di vita scarsamente attivi (sedentari), moderatamente attivi, attivi e molto attivi. 
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Adulti","Adulti","70","79","70–79","a","70–79 anni PAL=1,8","0","1","Femmina",,,,,"NA",,"8,7","MJ/giorno",2075,"kcal/giorno","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Per bambini e adulti, gli AR per l'energia sono esposti per i diversi livelli di attività fisica (PAL). I valori PAL di 1,4, 1,6, 1,8 e 2,0 riflettono stili di vita scarsamente attivi (sedentari), moderatamente attivi, attivi e molto attivi. 
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Adulti","Adulti","70","79","70–79","a","70–79 anni PAL=2,0","0","1","Femmina",,,,,"NA",,"9,6","MJ/giorno",2305,"kcal/giorno","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Per bambini e adulti, gli AR per l'energia sono esposti per i diversi livelli di attività fisica (PAL). I valori PAL di 1,4, 1,6, 1,8 e 2,0 riflettono stili di vita scarsamente attivi (sedentari), moderatamente attivi, attivi e molto attivi. 
Gli AR per l'energia sono espressi in unità di energia. 1 MJ = 238,83 kcal",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Adulti","Adulti","80","999","80–99","a","≥ 80 anni","1","1","Maschio/Femmina",,,,,"NA",,"ND",,"ND",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Per gli adulti, gli AR per l'energia sono calcolati moltiplicando le stime di spesa energetica a riposo (REE), previsti tramite le misure antropometriche, con i livelli di attività fisica (PAL). Gli AR per l'energia non sono stati calcolati per gli adulti ≥ 80 anni a causa della mancanza di dati antropometrici da paesi dell'Unione europea per questa fascia di età.",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Gravidanza","Gravidanza (1° trimestre)","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"NA",,"(+) 0,29","MJ/giorno","(+) 70","kcal/giorno","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","In gravidanza e in allattamento il valore deve essere aggiunto all’AR delle donne non in gravidanza, non in allattamento",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Gravidanza","Gravidanza (2° trimestre)","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"NA",,"(+) 1,1","MJ/giorno","(+) 260","kcal/giorno","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","In gravidanza e in allattamento il valore deve essere aggiunto all’AR delle donne non in gravidanza, non in allattamento",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Gravidanza","Gravidanza (3° trimestre)","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"NA",,"(+) 2,1","MJ/giorno","(+) 500","kcal/giorno","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","In gravidanza e in allattamento il valore deve essere aggiunto all’AR delle donne non in gravidanza, non in allattamento",,,"NA",,,,"NA",
"Energy","Energy","Energia",,"Allattamento","Allattamento","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"NA",,"(+) 2,1","MJ/giorno","(+) 500","kcal/giorno","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","In gravidanza e in allattamento il valore deve essere aggiunto all’AR delle donne non in gravidanza, non in allattamento",,,"NA",,,,"NA",
"Carbohydrates","Total carbohydrates","Carboidrati totali",,"Lattanti","Lattanti","7","11","7-11","m","7-11 mesi","1","1","Maschio/Femmina",,,,,"NA",,"NA",,,,"NA",,"NA",,"2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"ND",,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Carboidrati totali",,"Bambini","Bambini","1","17","1–17","a","1-17 anni","1","0","Maschio",,,,,"NA",,"NA",,,,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Carboidrati totali",,"Bambini","Bambini","1","17","1–17","a","1-17 anni","0","1","Femmina",,,,,"NA",,"NA",,,,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Carboidrati totali",,"Adulti","Adulti","18","999","18–99","a","≥ 18 anni","1","0","Maschio",,,,,"NA",,"NA",,,,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Carboidrati totali",,"Adulti","Adulti","18","999","18–99","a","≥ 18 anni","0","1","Femmina",,,,,"NA",,"NA",,,,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","1","3","1–3","a","1-3 anni","1","0","Maschio",,,,,"10","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","1","3","1–3","a","1-3 anni","0","1","Femmina",,,,,"10","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","4","6","4–6","a","4-6 anni","1","0","Maschio",,,,,"14","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","4","6","4–6","a","4-6 anni","0","1","Femmina",,,,,"14","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","7","10","7–10","a","7-10 anni","1","0","Maschio",,,,,"16","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","7","10","7–10","a","7-10 anni","0","1","Femmina",,,,,"16","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","11","14","11–14","a","11-14 anni","1","0","Maschio",,,,,"19","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","11","14","11–14","a","11-14 anni","0","1","Femmina",,,,,"19","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","15","17","15–17","a","15-17 anni","1","0","Maschio",,,,,"21","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Bambini","Bambini","15","17","15–17","a","15-17 anni","0","1","Femmina",,,,,"21","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Adulti","Adulti","18","999","18–99","a","≥ 18 anni","1","0","Maschio",,,,,"25","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Fibra alimentare",,"Adulti","Adulti","18","999","18–99","a","≥ 18 anni","0","1","Femmina",,,,,"25","g/giorno","NA",,,,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Fats","Total fat","Grassi totali",,"Lattanti","Lattanti","7","11","7–11","m","7-11 mesi","1","1","Maschio/Femmina",,,,,"40","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Grassi totali",,"Bambini","Bambini","1","1","1","a","1 anno","1","1","Maschio/Femmina",,,,,"NA",,"NA",,,,"NA",,"35–40","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Grassi totali",,"Bambini","Bambini","2","3","2–3","a","2-3 anni","1","1","Maschio/Femmina",,,,,"NA",,"NA",,,,"NA",,"35–40","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Grassi totali",,"Bambini","Bambini","4","17","4–17","a","4-17 anni","1","1","Maschio/Femmina",,,,,"NA",,"NA",,,,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Grassi totali",,"Adulti","Adulti","18","999","18–99","a","≥ 18 anni","1","1","Maschio/Femmina",,,,,"NA",,"NA",,,,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Grassi totali",,"Gravidanza","Gravidanza","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"NA",,"NA",,,,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Grassi totali",,"Allattamento","Allattamento","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"NA",,"NA",,,,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Acido alfa-linolenico (ALA)",,"Lattanti","Lattanti","7","11","7–11","m","7-11 mesi","1","1","Maschio/Femmina",,,,,"0,5","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Acido alfa-linolenico (ALA)",,"Bambini","Bambini","1","1","1","a","1 anno","1","1","Maschio/Femmina",,,,,"0,5","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Acido alfa-linolenico (ALA)",,"Bambini","Bambini","2","3","2–3","a","2-3 anni","1","1","Maschio/Femmina",,,,,"0,5","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Acido alfa-linolenico (ALA)",,"Bambini","Bambini","4","17","4–17","a","4-17 anni","1","1","Maschio/Femmina",,,,,"0,5","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Acido alfa-linolenico (ALA)",,"Adulti","Adulti","18","999","18–99","a","≥ 18 anni","1","1","Maschio/Femmina",,,,,"0,5","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Acido alfa-linolenico (ALA)",,"Gravidanza","Gravidanza","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"0,5","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Acido alfa-linolenico (ALA)",,"Allattamento","Allattamento","18","60","18-60","a","≥ 18 anni","0","1","Femmina",,,,,"0,5","E%","NA",,,,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentuale di apporto di energia",,,"ND",,"Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Acido eicosapentaenoico, Acido docosaesaenoico (EPA, DHA)",,"Lattanti","Lattanti","7","11","7–11","m","7-11 mesi","1","1","Maschio/Femmina",,,,,"100","mg/giorno DHA","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Acido eicosapentaenoico, Acido docosaesaenoico (EPA, DHA)",,"Bambini","Bambini","1","1","1","a","1 anno","1","1","Maschio/Femmina",,,,,"100","mg/giorno DHA","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Acido eicosapentaenoico, Acido docosaesaenoico (EPA, DHA)",,"Bambini","Bambini","2","3","2–3","a","2-3 anni","1","1","Maschio/Femmina",,,,,"250","mg/giorno DHA +EPA","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Acido eicosapentaenoico, Acido docosaesaenoico (EPA, DHA)",,"Bambini","Bambini","4","17","4–17","a","4-17 anni","1","1","Maschio/Femmina",,,,,"250","mg/giorno DHA +EPA","NA",,,,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trans fatty acids, and cholesterol","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
