"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs alt","ARs alt Unit","ARs","ARs Unit","PRIs","PRIs Unit","RI","RI Unit","an","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Energie",,"Erwachsene","Erwachsene","80","999","80–99","y","≥ 80 Jahre","1","1","Männlich/Weiblich",,,,,"NA",,"ND",,"ND",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Für Erwachsene wird der Durchschnittbedarf (AR) an Energie berechnet, indem auf anthropometrischen Messungen beruhende Schätzwerte des Ruheenergieverbrauchs (Resting Energy Expenditure – REE) mit dem Grad der körperlichen Aktivität (PAL) multipliziert werden. Für Erwachsene ≥ 80 Jahre wurden keine ARs für Energie berechnet, da für diese Altersgruppe keine anthropometrischen Daten aus EU-Ländern vorlagen.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Schwangere","Schwangere (1. Trimester)","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"NA",,"(+) 70","kcal/Tag","(+) 0,29","MJ/Tag","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Für schwangere und stillende Weiblich ist der Wert zum AR nicht schwangerer, nicht stillender Weiblich zu addieren.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Schwangere","Schwangere (2. Trimester)","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"NA",,"(+) 260","kcal/Tag","(+) 1,1","MJ/Tag","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Für schwangere und stillende Weiblich ist der Wert zum AR nicht schwangerer, nicht stillender Weiblich zu addieren.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Schwangere","Schwangere (3. Trimester)","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"NA",,"(+) 500","kcal/Tag","(+) 2,1","MJ/Tag","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Für schwangere und stillende Weiblich ist der Wert zum AR nicht schwangerer, nicht stillender Weiblich zu addieren.",,,"NA",,,,"NA",
"Energy","Energy","Energie",,"Stillende","Stillende","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"NA",,"(+) 500","kcal/Tag","(+) 2,1","MJ/Tag","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Für schwangere und stillende Weiblich ist der Wert zum AR nicht schwangerer, nicht stillender Weiblich zu addieren.",,,"NA",,,,"NA",
"Carbohydrates","Total carbohydrates","Kohlenhydrate insgesamt",,"Säuglinge","Säuglinge","7","11","7-11","mo","7-11 Monate","1","1","Männlich/Weiblich",,,,,"NA",,,,"NA",,"NA",,"NA",,"2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Kohlenhydrate insgesamt",,"Kinder","Kinder","1","17","1–17","y","1-17 Jahre","1","0","Männlich",,,,,"NA",,,,"NA",,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Kohlenhydrate insgesamt",,"Kinder","Kinder","1","17","1–17","y","1-17 Jahre","0","1","Weiblich",,,,,"NA",,,,"NA",,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Kohlenhydrate insgesamt",,"Erwachsene","Erwachsene","18","999","18–99","y","≥ 18 Jahre","1","0","Männlich",,,,,"NA",,,,"NA",,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Total carbohydrates","Kohlenhydrate insgesamt",,"Erwachsene","Erwachsene","18","999","18–99","y","≥ 18 Jahre","0","1","Weiblich",,,,,"NA",,,,"NA",,"NA",,"45–60","E%","2009","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1462","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for carbohydrates and dietary fibre","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA","The information ""ND"" should appear in the table of results. "
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","1","3","1–3","y","1-3 Jahre","1","0","Männlich",,,,,"10","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","1","3","1–3","y","1-3 Jahre","0","1","Weiblich",,,,,"10","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","4","6","4–6","y","4-6 Jahre","1","0","Männlich",,,,,"14","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","4","6","4–6","y","4-6 Jahre","0","1","Weiblich",,,,,"14","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","7","10","7–10","y","7-10 Jahre","1","0","Männlich",,,,,"16","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","7","10","7–10","y","7-10 Jahre","0","1","Weiblich",,,,,"16","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","11","14","11–14","y","11-14 Jahre","1","0","Männlich",,,,,"19","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","11","14","11–14","y","11-14 Jahre","0","1","Weiblich",,,,,"19","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","15","17","15–17","y","15-17 Jahre","1","0","Männlich",,,,,"21","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Kinder","Kinder","15","17","15–17","y","15-17 Jahre","0","1","Weiblich",,,,,"21","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Erwachsene","Erwachsene","18","999","18–99","y","≥ 18 Jahre","1","0","Männlich",,,,,"25","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Carbohydrates","Dietary Fibre","Ballaststoffe",,"Erwachsene","Erwachsene","18","999","18–99","y","≥ 18 Jahre","0","1","Weiblich",,,,,"25","g/Tag",,,"NA",,"NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1462","NA",,,"NA",,,,"NA",
"Fats","Total fat","Gesamtfett",,"Säuglinge","Säuglinge","7","11","7–11","mo","7-11 Monate","1","1","Männlich/Weiblich",,,,,"40","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Gesamtfett",,"Kinder","Kinder","1","1","1","y","1 Jahr","1","1","Männlich/Weiblich",,,,,"NA",,,,"NA",,"NA",,"35–40","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Gesamtfett",,"Kinder","Kinder","2","3","2–3","y","2-3 Jahre","1","1","Männlich/Weiblich",,,,,"NA",,,,"NA",,"NA",,"35–40","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Gesamtfett",,"Kinder","Kinder","4","17","4–17","y","4-17 Jahre","1","1","Männlich/Weiblich",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Gesamtfett",,"Erwachsene","Erwachsene","18","999","18–99","y","≥ 18 Jahre","1","1","Männlich/Weiblich",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Gesamtfett",,"Schwangere","Schwangere","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Total fat","Gesamtfett",,"Stillende","Stillende","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"NA",,,,"NA",,"NA",,"20–35","E%","2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alpha-Linolensäure (ALA)",,"Säuglinge","Säuglinge","7","11","7–11","mo","7-11 Monate","1","1","Männlich/Weiblich",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alpha-Linolensäure (ALA)",,"Kinder","Kinder","1","1","1","y","1 Jahr","1","1","Männlich/Weiblich",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alpha-Linolensäure (ALA)",,"Kinder","Kinder","2","3","2–3","y","2-3 Jahre","1","1","Männlich/Weiblich",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alpha-Linolensäure (ALA)",,"Kinder","Kinder","4","17","4–17","y","4-17 Jahre","1","1","Männlich/Weiblich",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alpha-Linolensäure (ALA)",,"Erwachsene","Erwachsene","18","999","18–99","y","≥ 18 Jahre","1","1","Männlich/Weiblich",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alpha-Linolensäure (ALA)",,"Schwangere","Schwangere","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Alpha-linolenic acid (ALA)","Alpha-Linolensäure (ALA)",,"Stillende","Stillende","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"0,5","E%",,,"NA",,"NA",,"NA",,"2010","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2010.1461","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","E%: percentage of energy intake (prozentualer Anteil der Energieaufnahme)",,,"ND",,"Scientific Opinion on Dietary ReEisenence Values for fats, including saturated fatty acids, polyunsaturated fatty acids, monounsaturated fatty acids, trJahre fatty acids, and cholesterol","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Eicosapentaensäure (EPA) und Docosahexaensäure (DHA)",,"Säuglinge","Säuglinge","7","11","7–11","mo","7-11 Monate","1","1","Männlich/Weiblich",,,,,"100","mg/Tag EPA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Eicosapentaensäure (EPA) und Docosahexaensäure (DHA)",,"Kinder","Kinder","1","1","1","y","1 Jahr","1","1","Männlich/Weiblich",,,,,"100","mg/Tag EPA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Eicosapentaensäure (EPA) und Docosahexaensäure (DHA)",,"Kinder","Kinder","2","3","2–3","y","2-3 Jahre","1","1","Männlich/Weiblich",,,,,"250","mg/Tag EPA +DHA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Eicosapentaensäure (EPA) und Docosahexaensäure (DHA)",,"Kinder","Kinder","4","17","4–17","y","4-17 Jahre","1","1","Männlich/Weiblich",,,,,"250","mg/Tag EPA +DHA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Eicosapentaensäure (EPA) und Docosahexaensäure (DHA)",,"Erwachsene","Erwachsene","18","999","18–99","y","≥ 18 Jahre","1","1","Männlich/Weiblich",,,,,"250","mg/Tag EPA +DHA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","NA",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
"Fats","Eicosapentaenoic acid, Docosahexaenoic acid (EPA, DHA)","Eicosapentaensäure (EPA) und Docosahexaensäure (DHA)",,"Schwangere","Schwangere","18","60","18-60","y","≥ 18 Jahre","0","1","Weiblich",,,,,"(+) 100–200","mg/Tag EPA",,,"NA",,"NA",,"NA",,"2012","EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for carbohydrates and dietary fibre","10.2903/j.efsa.2012.2815","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2010.1461","Für schwangere und stillende Weiblich ist der Wert zur AI nicht schwangerer, nicht stillender Weiblich zu addieren.",,,"ND",,"Scientific Opinion on the Tolerable Upper Intake Level of eicosapentaenoic","https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2012.2815","NA","The information ""ND"" should appear in the table of results. "
