"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","9","9","9","y","9 ετών PAL=1.4","0","1","Γυναίκες",,,,,"NA",,"6.6","MJ/day",1566,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","9","9","9","y","9 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"7.5","MJ/day",1790,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","9","9","9","y","9 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"8.4","MJ/day",2013,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","10","10","10","y","10 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"7.6","MJ/day",1818,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","10","10","10","y","10 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"8.6","MJ/day",2046,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","10","10","10","y","10 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"9.5","MJ/day",2273,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","11","11","11","y","11 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"8","MJ/day",1908,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","11","11","11","y","11 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"9","MJ/day",2146,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","11","11","11","y","11 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"10","MJ/day",2385,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","12","12","12","y","12 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"8.4","MJ/day",2004,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","12","12","12","y","12 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"9.4","MJ/day",2255,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","12","12","12","y","12 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"10.5","MJ/day",2505,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","13","13","13","y","13 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"8.8","MJ/day",2099,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","13","13","13","y","13 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"9.9","MJ/day",2361,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","13","13","13","y","13 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"11","MJ/day",2624,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","14","14","14","y","14 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"9.1","MJ/day",2175,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","14","14","14","y","14 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"10.2","MJ/day",2447,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","14","14","14","y","14 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"11.4","MJ/day",2719,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","15","15","15","y","15 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"9.3","MJ/day",2228,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","15","15","15","y","15 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"10.5","MJ/day",2507,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","15","15","15","y","15 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"11.7","MJ/day",2786,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","16","16","16","y","16 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"9.5","MJ/day",2259,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","16","16","16","y","16 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"10.6","MJ/day",2542,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","16","16","16","y","16 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"11.8","MJ/day",2824,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","17","17","17","y","17 ετών PAL=1.6","0","1","Γυναίκες",,,,,"NA",,"9.5","MJ/day",2277,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","17","17","17","y","17 ετών PAL=1.8","0","1","Γυναίκες",,,,,"NA",,"10.7","MJ/day",2562,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Παιδιά και έφηβοι","Παιδιά και έφηβοι","17","17","17","y","17 ετών PAL=2.0","0","1","Γυναίκες",,,,,"NA",,"11.9","MJ/day",2846,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Ενήλικες","Ενήλικες","18","29","18–29","y","18–29 ετών PAL=1.4","1","0","Άνδρες",,,,,"NA",,"9.8","MJ/day",2338,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
"Energy","Energy","Ενέργεια",,"Ενήλικες","Ενήλικες","18","29","18–29","y","18–29 ετών PAL=1.6","1","0","Άνδρες",,,,,"NA",,"11.2","MJ/day",2672,"kcal/day","NA",,"NA",,,,"Scientific Opinion on Dietary Reference Values for energy",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3005","Για τα παιδιά και τους ενήλικες, οι μέσες απαιτήσεις (ARs) για την ενέργεια παρέχονται για διαφορετικά επίπεδα φυσικής δραστηριότητας (physical activity levels, PAL). Οι τιμές PAL ίσες με 1.4, 1.6, 1.8 και 2.0 αναφέρονται σε έναν χαμηλά δραστήριο (καθιστικό), ελαφρά δραστήριο, δραστήριο  και πολύ δραστήριο  τρόπο ζωής, αντίστοιχα. Τα ARs για την ενέργεια εκφράζονται σε μονάδες ενέργειας. 1 MJ = 238,83 kcal (θερμίδες).",,,"NA",,,,"NA",
